32,1867,17096
96,1824,17086
112,1829,17066
130,1789,17076
144,1842,17018
160,1840,17002
176,1848,16976
176,1864,16964
176,1892,16938
192,1950,16864
200,1968,16816
208,1764,17036
208,1930,16863
212,1754,17016
276,1929,16798
288,1928,16776
288,1964,16756
304,1748,16952
320,2022,16664
320,2100,16583
320,2115,16567
320,2168,16518
320,2204,16471
320,2264,16422
328,2062,16616
330,2008,16670
332,2141,16534
336,2251,16408
344,2078,16582
344,2168,16492
348,1744,16916
352,2277,16372
352,2310,16340
352,2342,16309
356,1956,16696
364,2158,16486
368,2060,16580
368,2354,16284
368,2453,16186
372,2494,16136
376,1726,16906
376,2354,16277
380,2732,15896
384,2373,16239
384,2408,16208
384,2536,16084
384,2627,15985
384,2700,15920
388,2045,16575
400,1708,16900
400,2444,16161
404,2576,16028
404,2808,15792
404,2851,15748
404,2864,15735
406,2742,15857
412,2926,15658
412,3000,15589
416,2128,16464
416,2794,15788
422,2521,16065
428,2688,15884
428,2756,15822
432,2276,16296
432,2365,16202
448,3138,15420
448,3185,15372
448,3295,15264
448,3372,15187
454,3248,15306
456,2729,15820
464,2888,15656
464,2997,15544
468,3288,15246
474,3036,15498
480,2506,16018
490,3396,15120
496,3354,15128
496,3376,15135
496,3503,15006
500,3086,15413
502,2492,16002
512,1674,16815
512,2035,16454
524,2860,15622
528,3480,14998
528,3512,14964
536,2029,16439
536,3502,14960
544,2484,15976
544,2684,15772
556,1672,16769
568,3976,14452
576,3024,15408
576,3928,14467
576,3951,14478
584,3574,14840
592,2658,15754
598,3338,15055
600,3020,15388
600,3342,15064
604,1662,16740
616,4447,13939
624,4802,13560
636,4592,13780
640,3557,14808
640,4225,14138
656,5080,13263
658,4568,13778
664,3536,14806
668,4789,13528
672,1632,16695
672,4022,14312
672,4426,13904
672,4494,13842
688,1622,16694
688,4552,13764
700,3844,14420
700,4016,14269
704,1612,16688
710,1602,16668
712,1608,16687
752,5598,12656
752,6792,11462
756,5295,12952
760,3844,14404
760,5256,12987
768,5582,12655
768,6212,12020
768,6772,11446
768,6808,11430
784,3828,14396
788,6165,12052
800,3240,14940
800,5864,12326
800,6934,11248
832,7104,11047
832,7154,11007
844,5848,12310
860,6496,11611
864,5840,12282
868,5844,12294
872,5010,13012
884,5028,13030
888,5044,13040
896,4364,13673
896,5060,13046
912,4372,13698
956,3804,14248
974,5019,13014
992,7027,10900
992,8288,9717
992,8397,9556
996,3785,14224
996,5828,12117
1000,4982,12940
1000,4998,12964
1002,5004,12980
1008,3778,14216
1008,4362,13618
1058,3743,14186
1094,4306,13602
1112,4976,12920
1152,6831,11003
1152,7536,9376
1152,7631,9505
1160,5776,12008
1160,5804,12016
1168,4272,13520
1176,2996,14805
1232,7743,9506
1256,7792,9508
1260,5743,12004
1260,7884,9509
1280,7892,9512
1334,7894,9513
1344,7921,9524
1344,7944,9680
1352,6671,10872
1360,6764,10884
1366,5570,11976
1384,5606,11996
1536,7924,9538
1536,7928,9540
1548,7922,9528
1568,7913,9520
1568,7917,9522
1576,6290,10690
1576,7906,9514
1576,7908,9517
1580,6302,10704
1580,6318,10811
1582,2272,14741
1582,2352,14768
1582,6480,10840
2021,2028,14722
1088,1120,1120,8816
1116,1148,4264,9318
1116,1576,4970,10678
