8902,9672
48,1928,17670
80,1924,17640
88,1902,17632
96,1904,17636
128,1954,17558
128,2050,17428
128,2072,17446
144,1892,17608
192,1852,17574
192,1856,17584
224,2042,17380
224,2108,17306
256,1846,17544
256,2192,17190
260,2096,17264
268,1838,17536
288,1824,17534
312,2208,17124
320,2244,17082
320,2248,17076
320,2272,17056
320,2298,17028
328,2224,17096
328,2400,16920
336,2176,17136
336,2412,16894
344,1798,17504
352,2540,16756
356,2280,17008
364,2682,16584
368,2628,16642
376,2406,16864
376,2588,16680
384,1768,17494
384,2758,16500
384,2820,16430
384,2912,16342
384,2974,16288
384,2984,16268
388,2736,16516
400,2518,16730
400,3024,16224
408,2240,17000
416,2506,16720
416,2864,16368
416,3146,16082
416,3266,15964
424,3048,16168
424,3208,16008
438,3506,15696
448,3120,16072
448,3312,15874
448,3680,15520
456,2644,16548
464,3488,15682
464,3784,15394
480,3688,15476
480,3808,15346
480,3878,15264
496,3196,15948
500,2904,16240
512,1744,17392
512,3996,15136
512,4017,15112
520,3792,15336
520,3871,15240
520,3964,15120
536,2612,16496
544,2148,16956
544,3608,15474
548,1730,17370
560,2136,16928
576,2142,16930
592,1704,17352
592,2568,16484
592,4034,15018
608,3116,15920
608,4096,14940
608,4136,14901
612,1696,17340
616,1688,17336
616,3586,15442
628,4142,14876
632,4168,14829
640,3084,15916
640,3957,15048
640,4114,14892
640,4140,14866
652,3552,15440
672,4154,14816
676,3546,15420
688,4200,14760
700,4218,14728
704,4204,14714
704,4240,14684
704,4622,14313
704,4777,14166
704,4804,14133
704,4822,14112
704,4872,14064
708,4104,14810
716,3924,15005
720,3536,15392
736,4862,14020
752,3076,15820
768,4960,13917
768,5016,13862
772,5442,13427
776,3072,15800
784,4081,14780
790,5768,13069
792,5284,13568
802,5388,13456
804,4952,13892
816,5185,13640
816,5802,13028
816,6300,12464
820,4724,14102
824,6252,12546
828,6159,12648
832,4064,14751
832,5554,13250
832,6084,12728
840,4724,14052
888,6996,11744
888,7141,11602
896,6048,12690
912,7328,11408
912,7654,11081
918,6378,12348
924,7682,11041
928,5168,13552
928,7808,10912
936,5524,13188
936,6992,11714
938,4697,14013
952,8186,10434
954,8187,10450
960,7132,11554
960,8188,10466
964,4692,13988
972,6968,11698
976,6000,12631
992,5495,13152
1024,5483,13122
1024,6896,11682
1036,3914,14666
1064,2848,15730
1072,5978,12594
1084,5472,13092
1096,4668,13865
1096,5922,12592
1108,3862,14664
1152,8040,10402
1152,8184,10258
1152,8185,10306
1156,6840,11650
1168,4656,13816
1180,6786,11649
1184,4640,13814
1216,6760,11634
1230,5904,12448
1248,5334,13058
1280,4597,13756
1324,1324,9608
1344,8180,10008
1348,4570,13728
1356,6746,11544
1360,7786,10354
1376,4544,13720
1376,7826,10386
1392,6706,11448
1408,6720,11506
1424,5872,12288
1426,3524,14616
1528,7660,9828
1532,7666,9832
1532,7706,9834
1540,5849,12259
1540,7722,9836
1548,3484,14612
1556,8169,9888
1564,8176,9904
1600,7746,9840
1600,8144,9848
1600,8160,9880
1632,6626,11092
1632,6642,11100
1632,6666,11260
1632,6667,11280
1636,4447,12986
1636,5848,12148
1636,6682,11304
2448,2488,14590
1152,1344,6624,9827
1320,1650,1684,14576
1332,1332,4424,9825
1332,1340,6614,9826
