24,1532,14040
80,1476,14020
128,1466,14004
140,1439,14018
176,1434,13982
216,1460,13924
224,1390,13976
224,1464,13908
240,1419,13934
248,1507,13842
256,1459,13882
256,1506,13836
256,1553,13785
256,1605,13737
260,1546,13794
264,1513,13821
264,1565,13768
268,1562,13764
268,1604,13726
276,1528,13793
280,1414,13906
280,1635,13684
282,1710,13606
284,1662,13654
286,1732,13576
288,1412,13899
288,1644,13667
288,1670,13639
290,1622,13688
292,1668,13636
300,1695,13604
300,1814,13486
302,1619,13678
304,1719,13575
304,1755,13539
304,1860,13436
304,1891,13405
304,2009,13284
304,2035,13256
308,1972,13319
310,2123,13159
312,1611,13675
312,1689,13598
312,1992,13293
320,2042,13236
320,2074,13204
320,2209,13068
320,2280,12997
322,1822,13455
322,1932,13346
324,2298,12977
326,2348,12926
328,2116,13154
332,1608,13659
332,2213,13053
336,2146,13114
336,2302,12956
338,1811,13448
340,1688,13572
342,2273,12984
344,1804,13447
352,1804,13444
352,2372,12873
356,1368,13875
358,2204,13036
360,2004,13226
362,1795,13426
372,1800,13427
380,2596,12622
384,2184,13026
384,2260,12951
384,2367,12846
384,2534,12672
384,2602,12604
392,1350,13851
392,1982,13224
392,2448,12756
400,2531,12667
404,2445,12746
406,2351,12842
412,2622,12563
416,1332,13848
424,2382,12788
424,2679,12496
428,1602,13567
432,2568,12600
432,2687,12478
440,2620,12536
440,2662,12492
454,2799,12347
456,2748,12391
456,2981,12154
464,2892,12243
468,2904,12226
470,2814,12308
472,2661,12460
472,2712,12410
480,2711,12407
488,3092,12020
496,2971,12132
496,3048,12050
496,3208,11892
496,3308,11794
506,3378,11706
508,2962,12120
512,2695,12387
520,3706,11339
520,3816,11253
522,3354,11724
524,3564,11512
528,1324,13746
528,3551,11518
528,3623,11443
532,3416,11636
532,3465,11578
534,3266,11777
538,1923,13139
542,2171,12872
544,1322,13723
558,3885,11154
560,2961,12068
572,4168,10860
576,2568,12454
576,4408,10600
584,4174,10840
588,4254,10756
592,3976,11032
592,4044,10939
596,3236,11759
604,2948,12037
616,3652,11332
624,5236,9735
632,5644,9324
636,4874,10088
640,3201,11754
640,4600,10335
640,5448,9501
652,4444,10498
656,3187,11752
668,3646,11284
672,2144,12779
680,5083,9830
688,3971,10926
692,2874,12023
704,5392,9490
704,5656,9196
710,4402,10457
712,3604,11272
720,3174,11682
724,2504,12371
728,2500,12367
740,1304,13550
752,2482,12360
776,1298,13524
776,3574,11244
784,1298,13514
784,5006,9800
794,4389,10396
800,3956,10835
832,3944,10822
848,5876,8876
856,6004,8733
864,4999,9732
864,6864,7816
876,5640,9080
876,6872,7848
888,5824,8855
896,4932,9731
912,1901,12744
912,4340,10328
960,3402,11226
960,4911,9727
984,4287,10322
998,4895,9707
1000,5756,8840
1008,5734,8828
1016,4892,9684
1040,4889,9594
1072,4891,9603
1120,6472,7696
1124,6491,7801
1128,6492,7802
1144,5723,8722
1144,5730,8726
1144,6088,8296
1144,6500,7809
1216,5621,8700
1280,6501,7812
1280,6502,7813
1296,3898,10268
1296,4840,9320
1296,6493,7804
1296,6497,7805
1296,6498,7806
1298,1890,11960
1888,3156,10218
448,976,976,13191
978,978,982,1789
1882,1960,4810,5578
