176,6378,58852
256,6336,58808
256,6348,58786
352,6304,58744
384,6346,58672
384,6391,58632
384,6421,58592
420,6266,58626
488,6291,58628
544,6446,58415
552,6406,58430
576,6244,58562
576,6248,58564
608,6162,58466
626,6188,58500
636,6194,58530
744,6175,58488
796,6452,58160
846,6457,58088
852,6132,58378
904,6062,58366
924,6104,58372
972,6064,58370
992,6054,58340
1024,6041,58331
1024,6484,57890
1040,6506,57859
1048,6028,58300
1048,6040,58308
1088,6566,57741
1088,6584,57725
1088,6644,57674
1100,6512,57796
1104,6000,58296
1120,6624,57664
1120,6650,57634
1120,6668,57616
1128,5984,58291
1128,6482,57794
1136,6767,57504
1140,6832,57430
1144,6750,57512
1144,6810,57448
1152,7022,57232
1152,7090,57158
1156,6648,57602
1164,7070,57167
1168,6793,57444
1172,6944,57289
1176,7266,56963
1176,7272,56956
1178,7109,57120
1184,7056,57156
1184,7257,56967
1184,7284,56928
1184,7382,56838
1186,6551,57668
1200,5931,58272
1200,6792,57412
1208,7214,56982
1208,7444,56754
1216,7392,56796
1216,7501,56690
1216,7522,56668
1224,7872,56306
1228,7602,56575
1232,7480,56696
1232,7724,56449
1234,7361,56809
1236,6884,57284
1248,7600,56554
1248,7720,56440
1248,7836,56304
1252,5928,58224
1258,7507,56638
1264,6869,57272
1268,7180,56955
1276,8096,56030
1280,7646,56476
1280,7973,56152
1288,7832,56286
1288,8009,56096
1290,7167,56944
1292,5924,58178
1300,5928,58180
1308,8374,55724
1312,5924,58168
1312,8284,55799
1312,8318,55756
1320,8238,55841
1328,7928,56140
1328,8044,56024
1344,5899,58159
1344,8152,55905
1344,8371,55664
1344,8416,55640
1352,7504,56544
1352,8144,55896
1358,7142,56902
1360,6789,57257
1368,6772,57238
1372,5892,58138
1404,8642,55362
1406,8668,55328
1406,8906,55088
1408,8520,55476
1408,8632,55365
1416,8952,55038
1428,9480,54500
1432,9153,54820
1432,9277,54680
1440,9024,54944
1440,9182,54782
1452,9386,54544
1456,5866,58083
1456,8940,55012
1472,7500,56432
1472,7921,56012
1472,8625,55309
1472,8742,55192
1488,9642,54277
1488,9668,54234
1492,5862,58052
1496,9341,54532
1498,9376,54533
1504,7467,56412
1520,5829,58050
1536,10020,53844
1536,10172,53694
1544,7454,56409
1552,10100,53716
1552,10120,53717
1560,9644,54199
1560,10006,53812
1572,7867,55969
1582,9748,54040
1584,8262,55558
1594,9762,54042
1600,5786,58018
1600,8260,55543
1608,8736,55064
1616,8728,55059
1640,10684,53045
1644,5764,57999
1644,10576,53144
1648,10448,53272
1648,10552,53204
1652,10341,53388
1660,8221,55526
1664,10193,53530
1672,5728,57986
1672,5734,57988
1696,8210,55500
1696,10788,52914
1712,11213,52480
1720,5708,57978
1724,11608,52028
1724,11696,51982
1728,9253,54425
1728,10656,53024
1728,11082,52596
1740,8711,54957
1744,11190,52468
1744,11512,52110
1760,9233,54394
1776,5706,57920
1788,11996,51608
1792,11860,51744
1808,12076,51512
1812,11856,51736
1816,10546,53016
1824,9208,54376
1830,9204,54372
1832,5654,57912
1832,5656,57916
1846,8624,54936
1854,12141,51408
1856,12067,51480
1868,5652,57888
1888,10501,53008
1920,9902,53584
1928,12728,50745
1940,12496,50929
1944,12390,51054
1948,12221,51224
1952,10442,53001
1952,11424,52009
1976,9092,54329
2000,13253,50152
2016,11400,51978
2032,13511,49852
2048,10421,52937
2060,14432,48864
2064,13884,49456
2066,13792,49505
2078,13296,49942
2080,10336,52880
2080,11966,51280
2080,13320,50004
2082,10393,52882
2082,10417,52909
2084,10414,52905
2096,7818,55494
2100,9063,54167
2108,9068,54170
2112,9072,54176
2128,5616,57661
2152,7776,55430
2216,14992,48145
2224,14704,48440
2232,14387,48748
2236,14264,48844
2238,13200,49938
2240,11962,51152
2240,11964,51180
2242,10328,52807
2272,5560,57571
2288,11167,51953
2304,13173,49896
2304,15140,47920
2320,10303,52760
2336,5522,57549
2352,5512,57530
2368,11936,51104
2368,13147,49888
2392,15747,47244
2392,16572,46385
2392,17507,45436
2392,17784,45148
2408,15200,47792
2412,5468,57525
2426,15773,47200
2442,15853,47002
2496,11832,51052
2528,14260,48606
2528,15864,47006
2560,11792,51050
2560,18740,44072
2576,17981,44768
2576,18336,44280
2576,18364,44401
2592,17608,45082
2624,12964,49820
2628,17657,45086
2634,17248,45524
2650,14152,48602
2656,15342,47316
2752,15338,47312
2776,9872,52754
2800,12960,49633
2800,19767,42828
2816,17136,45424
2828,14141,48439
2848,12936,49601
2876,19024,43424
2880,12894,49584
2880,14115,48296
2912,9743,52752
3008,20657,41689
3008,21024,41328
3008,21060,41337
3024,20088,42272
3064,20717,41593
3064,21084,41200
3072,7360,54922
3136,15720,46552
3148,21177,41072
3154,20637,41560
3158,18862,43380
3168,19296,42924
3170,11156,51020
3264,14036,48096
3312,22648,39328
3328,11144,50925
3328,21166,40912
3342,22004,40014
3384,19236,42782
3384,21792,40125
3392,21232,40677
3392,21840,40140
3500,20400,41504
3520,23895,37992
3530,23504,38368
3552,23536,38248
3584,16942,44880
3596,21164,40645
3648,21162,40549
3664,20400,41304
3744,24320,37200
3768,18858,42778
3768,24352,37232
3776,15088,46513
3840,15084,46481
3936,28736,32736
4016,22400,22493
4064,20336,41008
4064,22560,30152
4096,25427,32384
4126,25960,32705
4142,27256,34008
4208,26168,32706
4216,27216,32708
4232,27244,32709
4232,27248,32710
4232,27254,33696
