300,4964,47272
320,4942,47266
352,4938,47246
512,4772,47240
552,4724,47204
552,4742,47236
624,4822,47092
640,4710,47166
644,4718,47172
672,4808,47062
704,4696,47136
704,4804,47030
704,4834,46998
736,4832,46960
748,4690,47088
768,4872,46894
768,4892,46884
784,4656,47076
864,4628,47046
876,5044,46622
880,5164,46492
880,5224,46440
880,5280,46380
888,5068,46588
888,5118,46536
896,5200,46446
896,5322,46320
896,5352,46280
896,5470,46162
904,5016,46618
904,5276,46356
912,4622,47010
916,5388,46240
916,5542,46084
920,5488,46136
920,5727,45894
924,5797,45816
928,4614,46996
928,5554,46060
936,5140,46468
936,5748,45860
940,5382,46220
940,5720,45882
944,5630,45968
948,5846,45748
952,5776,45812
952,5884,45701
960,4976,46608
960,5908,45673
960,5934,45648
964,4598,46980
964,5987,45589
984,5856,45688
984,5898,45655
992,5096,46442
992,5741,45806
1008,5994,45536
1008,6061,45470
1008,6173,45361
1016,6100,45426
1016,6206,45317
1020,6168,45354
1024,5086,46430
1024,5703,45790
1024,6023,45492
1024,6241,45273
1040,4582,46920
1048,5294,46194
1056,4570,46918
1056,5082,46406
1060,6293,45189
1072,6181,45264
1072,6234,45228
1088,4564,46886
1104,6468,44972
1108,6432,44993
1108,6489,44944
1112,6365,45066
1120,6352,45057
1120,6507,44907
1120,6592,44832
1120,6682,44737
1124,6322,45098
1128,4560,46854
1136,6820,44588
1140,6800,44604
1144,6716,44684
1148,6636,44759
1152,5816,45576
1152,6556,44834
1152,6862,44526
1154,6426,44962
1158,6844,44536
1160,5809,45575
1168,6500,44876
1168,6727,44632
1176,4548,46820
1176,6620,44748
1184,5268,46090
1184,6604,44747
1196,6396,44940
1196,6941,44400
1204,6131,45208
1210,7140,44193
1210,7442,43892
1216,4512,46816
1216,7432,43893
1224,6977,44332
1232,6924,44384
1234,6816,44492
1240,7701,43596
1244,6680,44620
1246,7584,43698
1248,6961,44312
1258,6120,45153
1260,4484,46792
1272,4482,46788
1272,7780,43489
1272,7794,43477
1280,7766,43497
1284,7761,43493
1294,8061,43180
1296,7608,43640
1296,8042,43194
1298,8044,43202
1300,6923,44310
1304,6096,45144
1312,8168,43057
1320,7232,43980
1320,7917,43305
1320,8339,42873
1328,4452,46762
1336,6904,44300
1336,8303,42900
1344,5668,45530
1344,8286,42894
1344,8471,42727
1352,7557,43634
1360,7221,43958
1368,4428,46746
1368,8608,42539
1372,8531,42636
1376,6902,44264
1380,8088,43045
1384,7541,43618
1384,7907,43226
1386,7212,43916
1390,7216,43930
1392,6876,44262
1394,4424,46724
1408,4418,46712
1424,8260,42856
1432,7503,43576
1432,8673,42416
1440,6600,44473
1440,7205,43881
1440,7211,43888
1442,5618,45460
1472,7856,43212
1472,8804,42260
1484,9696,41360
1484,9852,41196
1488,9000,42048
1488,9075,41980
1500,9328,41696
1506,8888,42137
1510,7480,43541
1536,9934,41067
1538,9086,41916
1552,9460,41529
1552,10145,40842
1556,7804,43168
1556,8572,42400
1560,7460,43521
1580,9952,41003
1582,9181,41781
1594,9042,41896
1600,7454,43488
1600,7786,43152
1608,10056,40858
1610,8181,42744
1632,10155,40744
1636,8542,42358
1648,10396,40488
1664,10536,40328
1664,10542,40332
1666,10256,40608
1688,11271,39578
1696,11059,39786
1700,8502,42342
1704,10594,40240
1704,10634,40187
1712,10184,40648
1734,9848,40940
1740,8490,42309
1760,8480,42298
1760,11832,38896
1768,11672,39036
1792,8973,41777
1792,11376,39328
1794,5612,45137
1808,6499,44237
1816,10351,40371
1834,10344,40359
1856,11640,39021
1888,12084,38552
1912,11946,38680
1922,12826,37792
1928,8860,41752
1944,12842,37713
1948,12153,38424
1952,11804,38768
1968,11260,39315
1984,12127,38418
2000,13340,37202
2016,13384,37138
2028,13570,36946
2030,13360,37154
2032,14204,36268
2032,14246,36262
2042,13856,36552
2048,10299,40184
2058,9754,40724
2070,13564,36860
2072,13232,37218
2080,12361,38044
2104,11768,38616
2116,11079,39292
2124,11082,39299
2176,15464,34902
2180,13808,36540
2204,17293,32998
2206,11047,39291
2206,16624,33696
2208,16290,34032
2210,15742,34571
2214,15440,34875
2216,12320,37993
2220,11044,39275
2240,10180,40123
2248,11039,39246
2252,11040,39251
2272,15984,34283
2304,14725,35500
2320,11614,38608
2320,11614,38610
2320,16707,33484
2320,17636,32497
2336,15368,34831
2352,11608,38584
2352,13435,36720
2352,15884,34248
2368,8464,41694
2416,19220,30856
2424,18738,31258
2430,18194,31900
2432,17388,32624
2470,17392,32640
2552,20272,29484
2564,13424,36528
2564,19355,30199
2596,11560,38388
2608,18120,31793
2624,15712,34184
2656,19436,30304
2656,19456,30320
2664,18696,31176
2672,13381,36488
2676,18088,31696
2686,5608,44236
2712,9742,40076
2712,13336,36487
2712,15676,34152
2752,5572,44217
2752,15671,34120
2800,18024,31684
2840,18621,31048
2848,15620,33992
2880,13200,36423
2944,9676,39898
2994,21130,28420
3004,22700,26822
3008,18496,31008
3040,15575,33928
3056,23168,26312
3072,23920,25496
3088,9619,39834
3088,23262,25984
3114,20108,29319
3120,21893,27424
3128,21896,27496
3136,15528,33855
3144,11025,38360
3168,21894,27432
3176,15516,33804
3256,20960,28240
3296,19984,29255
3340,13122,35984
3456,15336,33740
3456,21892,27190
3458,13076,35936
3472,7426,41646
3544,24112,24312
3552,3584,26273
3552,15304,33658
3600,17816,30714
3600,21891,26678
3616,17984,30920
3636,7196,41642
3724,17952,30808
3744,13002,35756
3840,15256,33392
3870,4402,44173
3880,4408,44185
4160,20610,26277
4160,21878,26502
4176,21856,26416
4224,21864,26440
4284,20888,26278
4308,12774,35450
4340,20936,26280
4352,21438,26288
4352,21558,26292
4368,21695,26294
4368,21702,26336
4372,21728,26344
4376,17742,30194
4376,21776,26352
4378,9565,37961
7182,15219,30062
3042,4016,4032,26274
3056,4032,14930,26276
3056,4376,14979,29228
