16,760,6916
16,761,6918
16,785,6892
24,782,6890
32,734,6924
60,775,6860
86,784,6825
88,710,6876
112,808,6767
128,700,6867
128,822,6744
128,882,6676
128,901,6658
128,921,6645
132,854,6710
136,852,6705
136,866,6692
138,832,6726
140,963,6593
140,1002,6552
144,934,6617
144,954,6596
144,968,6580
144,983,6564
152,1021,6517
154,964,6578
156,691,6846
160,997,6536
164,1048,6482
164,1085,6444
168,1127,6398
168,1231,6296
172,848,6674
172,1178,6345
176,1044,6473
176,1094,6424
178,1014,6501
182,1244,6270
184,684,6818
184,948,6562
184,1190,6316
184,1288,6221
196,1322,6177
198,1337,6161
200,1322,6169
200,1379,6117
202,1281,6212
208,844,6642
208,1184,6300
208,1388,6093
216,932,6548
216,1082,6395
216,1541,5938
224,676,6792
224,1317,6152
224,1642,5828
232,1074,6386
232,1176,6286
236,674,6784
240,1600,5847
240,1640,5812
244,1306,6145
254,1302,6140
254,2114,5328
256,1860,5556
256,1862,5571
256,2132,5291
258,1300,6138
260,652,6783
260,1788,5623
262,1482,5944
264,1483,5946
266,1385,6036
272,1293,6130
276,924,6494
288,650,6758
288,2604,4803
288,2624,4780
288,2636,4748
292,1654,5740
292,2102,5275
296,1273,6120
304,2104,5283
308,1466,5922
312,1464,5917
320,1636,5736
320,1776,5595
328,2776,4588
328,2865,4436
344,2771,4540
350,2774,4572
352,2773,4556
354,2075,5259
360,1850,5480
368,1848,5478
368,2055,5252
368,2460,4855
372,1572,5726
402,2414,4816
406,2436,4827
410,2031,5207
414,2044,5231
416,1164,6114
416,1564,5714
420,1771,5468
424,1156,6110
472,2411,4808
478,2410,4807
480,2011,5176
480,2391,4802
480,2408,4806
482,1751,5462
488,2019,5178
520,2005,5162
520,3206,3876
544,2770,4376
552,2748,4374
552,3207,3892
552,3208,3908
554,1064,6035
624,3205,3864
632,3204,3854
632,3204,3860
640,3164,3849
640,3172,3850
640,3188,3851
640,3202,3852
644,2620,4373
827,1729,5140
1462,1560,4369
400,402,2369,4370
400,480,520,624
632,640,3020,3104
